3.74E-01,1.08E+00,0.00E+00
4.45E-01,1.14E+00,1.00E+00
5.14E-01,1.13E+00,0.00E+00
4.66E-01,1.24E+00,1.00E+00
3.71E-01,9.68E-01,1.00E+00
4.99E-01,1.11E+00,0.00E+00
5.19E-01,1.03E+00,1.00E+00
3.90E-01,9.80E-01,1.00E+00
3.39E-01,9.51E-01,0.00E+00
4.88E-01,9.53E-01,1.00E+00
4.08E-01,9.78E-01,1.00E+00
3.90E-01,7.04E-01,1.00E+00
3.95E-01,9.71E-01,1.00E+00
3.39E-01,8.70E-01,0.00E+00
5.92E-01,9.51E-01,0.00E+00
4.01E-01,9.73E-01,0.00E+00
4.64E-01,7.17E-01,1.00E+00
5.41E-01,1.21E+00,0.00E+00
2.41E-01,9.14E-01,0.00E+00
4.67E-01,1.08E+00,0.00E+00
4.78E-01,6.85E-01,1.00E+00
3.79E-01,9.67E-01,0.00E+00
5.83E-01,7.56E-01,0.00E+00
3.08E-01,1.14E+00,1.00E+00
5.23E-01,1.10E+00,0.00E+00
1.45E-01,1.02E+00,0.00E+00
5.24E-01,1.16E+00,1.00E+00
6.17E-01,9.44E-01,1.00E+00
2.14E-01,9.98E-01,1.00E+00
3.93E-01,9.64E-01,1.00E+00
3.93E-01,8.89E-01,0.00E+00
5.53E-01,1.09E+00,0.00E+00
2.88E-01,1.15E+00,1.00E+00
4.35E-01,1.08E+00,1.00E+00
4.46E-01,6.97E-01,1.00E+00
2.53E-01,9.67E-01,1.00E+00
5.04E-01,1.11E+00,1.00E+00
4.69E-01,7.82E-01,1.00E+00
3.03E-01,9.86E-01,1.00E+00
3.12E-01,9.42E-01,0.00E+00
3.45E-01,9.48E-01,0.00E+00
6.06E-01,1.03E+00,1.00E+00
3.08E-01,8.82E-01,0.00E+00
2.19E-01,1.07E+00,1.00E+00
2.95E-01,1.05E+00,1.00E+00
3.71E-01,8.32E-01,1.00E+00
4.05E-01,9.24E-01,0.00E+00
3.57E-01,8.95E-01,1.00E+00
1.42E-01,9.03E-01,0.00E+00
4.27E-01,1.21E+00,0.00E+00
1.36E-01,8.12E-01,0.00E+00
2.31E-01,7.40E-01,0.00E+00
3.53E-01,1.08E+00,0.00E+00
2.34E-01,7.11E-01,1.00E+00
3.29E-01,1.01E+00,1.00E+00
3.87E-01,1.01E+00,0.00E+00
3.47E-01,7.28E-01,0.00E+00
4.21E-01,1.18E+00,0.00E+00
3.54E-01,1.04E+00,1.00E+00
2.15E-01,8.99E-01,0.00E+00
3.43E-01,9.97E-01,1.00E+00
3.22E-01,1.06E+00,0.00E+00
3.89E-01,9.94E-01,1.00E+00
5.18E-01,7.17E-01,0.00E+00
2.52E-01,7.65E-01,0.00E+00
3.58E-01,8.78E-01,0.00E+00
5.28E-01,9.16E-01,0.00E+00
3.75E-01,9.79E-01,1.00E+00
4.22E-01,9.97E-01,0.00E+00
4.42E-01,1.11E+00,0.00E+00
3.61E-01,9.36E-01,1.00E+00
4.04E-01,7.32E-01,0.00E+00
4.38E-01,1.14E+00,0.00E+00
4.99E-01,9.87E-01,0.00E+00
4.09E-01,1.01E+00,0.00E+00
3.58E-01,8.76E-01,0.00E+00
5.27E-01,1.04E+00,1.00E+00
2.83E-01,9.20E-01,1.00E+00
4.13E-01,1.04E+00,1.00E+00
2.49E-01,8.98E-01,0.00E+00
1.19E-01,1.08E+00,0.00E+00
3.97E-01,9.42E-01,1.00E+00
3.82E-01,9.95E-01,1.00E+00
4.71E-01,8.82E-01,0.00E+00
4.66E-01,9.57E-01,0.00E+00
3.65E-01,1.11E+00,1.00E+00
5.45E-01,7.71E-01,1.00E+00
3.96E-01,1.12E+00,0.00E+00
5.37E-01,1.12E+00,0.00E+00
3.92E-01,9.67E-01,1.00E+00
4.90E-01,1.09E+00,0.00E+00
6.39E-01,8.88E-01,1.00E+00
4.21E-01,8.04E-01,0.00E+00
3.83E-01,9.64E-01,1.00E+00
3.86E-01,9.35E-01,1.00E+00
2.95E-01,9.10E-01,1.00E+00
4.34E-01,7.51E-01,1.00E+00
3.72E-01,9.81E-01,0.00E+00
4.27E-01,1.15E+00,0.00E+00
4.46E-01,9.79E-01,0.00E+00
